tech_company,benefits,workplace_resources,mh_employer_discussion,mh_coworker_discussion,medical_coverage,mental_health,mh_share,age,gender,country
1,2,2,1,1,1,3,6,46.0,1,28
1,2,1,0,0,1,3,1,30.0,1,29
1,2,2,0,0,1,1,3,27.0,0,29
0,2,2,1,1,1,2,2,62.0,1,29
1,0,1,1,1,1,3,8,38.0,1,25
1,1,2,1,1,1,3,10,42.0,1,25
1,0,2,0,0,0,2,5,35.0,1,29
0,2,2,1,1,1,2,8,32.0,1,28
1,1,1,0,0,0,1,6,32.0,0,29
0,1,1,0,0,1,3,7,24.0,0,7
1,2,2,1,1,1,1,7,48.0,0,29
1,0,1,0,0,1,0,10,32.0,1,3
1,2,0,0,0,1,1,7,21.0,1,12
0,2,1,0,1,1,3,1,34.0,1,29
0,2,0,0,0,1,1,8,25.0,1,3
1,2,2,1,1,1,3,9,39.0,1,29
0,0,2,1,1,1,0,3,28.0,0,7
1,2,2,1,1,1,2,8,39.0,1,29
1,2,2,1,1,1,3,3,40.0,0,28
0,1,1,0,0,1,1,9,53.0,1,29
1,2,2,0,1,1,2,4,23.0,0,22
1,0,0,0,1,1,3,7,34.0,1,29
0,2,2,0,0,1,2,5,43.0,1,3
1,1,1,1,1,1,1,8,37.0,1,19
1,0,0,0,0,1,2,2,28.0,0,29
1,2,2,0,0,1,1,10,41.0,1,2
1,2,0,0,1,1,1,5,35.0,1,2
0,2,2,0,0,1,1,8,35.0,0,3
1,1,1,0,0,1,1,5,30.0,0,29
1,1,2,1,0,1,3,8,34.0,0,29
0,2,1,0,0,1,0,4,23.0,0,8
1,2,0,0,0,1,1,6,24.0,0,15
0,0,2,0,0,0,3,2,33.0,1,29
1,2,1,0,0,1,2,5,22.0,1,10
1,2,2,1,1,1,1,0,45.0,0,1
0,2,2,0,1,1,2,2,36.0,0,29
1,2,1,0,1,1,3,10,42.0,2,29
0,2,1,0,0,1,3,4,51.0,0,29
0,2,2,0,0,1,3,10,27.0,0,29
0,2,2,0,1,1,1,8,25.0,1,14
0,2,2,1,1,1,3,5,39.0,1,29
0,2,2,0,0,1,2,4,36.0,0,29
0,2,2,1,1,1,2,5,26.0,0,29
0,2,2,1,1,1,1,5,31.0,1,2
0,2,2,1,0,1,1,7,28.0,1,10
1,0,2,0,0,1,1,6,27.0,0,29
1,1,1,0,0,1,3,8,36.0,1,29
1,2,2,1,1,1,3,10,40.0,0,29
1,0,0,0,0,1,1,10,27.0,1,29
1,2,2,0,0,1,3,7,31.0,1,29
1,2,1,0,0,1,0,5,22.0,1,10
1,2,1,1,1,1,3,8,42.0,1,29
0,2,2,0,1,1,3,7,38.0,0,29
0,2,2,0,0,1,1,8,29.0,1,8
1,1,1,0,1,1,3,10,44.0,0,29
0,2,2,0,0,1,1,8,33.0,1,29
0,2,2,1,1,1,3,8,43.0,1,29
1,2,2,0,0,1,2,5,23.0,0,10
1,1,0,0,0,0,1,5,34.0,1,29
1,2,2,1,1,1,3,3,21.0,0,28
1,2,2,1,1,1,3,10,49.0,1,29
1,2,0,0,1,1,3,6,35.0,0,29
1,2,2,1,1,1,1,8,38.0,1,5
1,2,1,0,0,1,3,10,36.0,1,4
0,2,1,0,1,1,2,10,23.0,0,29
0,0,0,0,0,1,1,9,25.0,1,19
0,1,1,1,1,1,2,4,45.0,1,3
0,2,2,0,0,1,2,5,51.0,1,29
1,2,1,1,1,1,3,10,38.0,1,29
1,2,2,1,1,1,2,7,24.0,0,28
1,2,0,0,0,1,3,9,29.0,1,29
1,0,0,0,0,0,0,2,25.0,0,29
1,0,0,0,1,0,3,9,33.0,0,29
1,2,1,0,1,1,2,1,23.0,2,0
1,2,2,1,1,1,3,10,37.0,1,29
1,2,2,0,1,1,3,9,36.0,2,29
1,0,1,0,0,0,2,8,45.0,1,29
1,2,2,0,0,1,1,2,30.0,1,10
0,0,0,0,0,1,1,8,34.0,0,8
0,0,1,0,1,1,3,0,45.0,1,29
0,2,2,0,0,1,3,10,30.0,0,29
0,2,2,1,1,1,3,9,35.0,1,29
1,2,2,0,0,1,1,10,46.0,1,29
1,1,1,0,1,1,3,6,33.0,1,8
